series,strategy,threshold_quantile,is_skab_setting,f1,precision,recall,event_f1,event_precision,event_recall,n_true_events,n_detected_events,alarm_rate,flag_everything_f1,n_adaptations,n_steps,seconds
machine_temperature_system_failure,static,0.98,True,0.2437932041670723,0.15644133449956266,0.5520282186948854,0.27055645596974603,0.15644133449956266,1.0,4,4,0.3688868402857801,0.18929182489671578,0,21695,0.26
machine_temperature_system_failure,online-no-reset,0.98,True,0.5282940070996033,0.5017850059500198,0.5577601410934744,0.6682514527205493,0.5017850059500198,1.0,4,4,0.11620188983636782,0.18929182489671578,0,21695,1.77
machine_temperature_system_failure,periodic,0.98,True,0.15935278254474136,0.17945886250690227,0.14329805996472664,0.26412027631044294,0.17945886250690227,0.5,4,2,0.08347545517400323,0.18929182489671578,21,21695,3.51
machine_temperature_system_failure,drift-triggered,0.98,True,0.21332499218016893,0.36706135629709363,0.15035273368606702,0.42333954065797635,0.36706135629709363,0.5,4,2,0.04282092648075594,0.18929182489671578,63,21695,9.0
cpu_utilization_asg_misconfiguration,static,0.5,False,0.20535714285714285,0.1155682103676409,0.9206137424949966,0.20719165227835745,0.1155682103676409,1.0,1,1,0.7003519061583577,0.16162596366380938,0,17050,0.26
cpu_utilization_asg_misconfiguration,online-no-reset,0.5,False,0.21766208878952414,0.1236281179138322,0.9092728485657104,0.22005166289958025,0.1236281179138322,1.0,1,1,0.6466275659824047,0.16162596366380938,0,17050,1.77
cpu_utilization_asg_misconfiguration,periodic,0.5,False,0.22558708858464052,0.13053515215110179,0.8298865910607072,0.23092630406534248,0.13053515215110179,1.0,1,1,0.5589442815249267,0.16162596366380938,17,17050,3.21
cpu_utilization_asg_misconfiguration,drift-triggered,0.5,False,0.22368163105273478,0.1311042169366885,0.7611741160773849,0.2318163348232426,0.1311042169366885,1.0,1,1,0.5104398826979473,0.16162596366380938,8,17050,2.18
cpu_utilization_asg_misconfiguration,static,0.7,False,0.25239923224568134,0.1474049994395247,0.8772515010006671,0.25693630324345446,0.1474049994395247,1.0,1,1,0.5232258064516129,0.16162596366380938,0,17050,0.26
cpu_utilization_asg_misconfiguration,online-no-reset,0.7,False,0.2877489438744719,0.1756557618626584,0.7951967978652434,0.2988217598395588,0.1756557618626584,1.0,1,1,0.3980058651026393,0.16162596366380938,0,17050,1.61
