stream,dataset,rule,strategy,f1,precision,recall,alarm_rate,flag_everything_f1,lift,warmup_contamination
machine_temperature_system_failure,NAB,hand-tuned,static,0.2437932041670723,0.15644133449956266,0.5520282186948854,0.3688868402857801,0.18929182489671578,0.05450137927035653,0.0
machine_temperature_system_failure,NAB,hand-tuned,online-no-reset,0.5282940070996033,0.5017850059500198,0.5577601410934744,0.11620188983636782,0.18929182489671578,0.33900218220288747,0.0
machine_temperature_system_failure,NAB,hand-tuned,periodic,0.15935278254474136,0.17945886250690227,0.14329805996472664,0.08347545517400323,0.18929182489671578,-0.02993904235197442,0.0
machine_temperature_system_failure,NAB,hand-tuned,drift-triggered,0.21332499218016893,0.36706135629709363,0.15035273368606702,0.04282092648075594,0.18929182489671578,0.024033167283453144,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@2,static,0.2824758306478497,0.16946666666666665,0.847898599066044,0.4398826979472141,0.16162596366380938,0.12084986698404032,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@2,online-no-reset,0.33485232067510545,0.22413014008133755,0.6617745163442295,0.25958944281524926,0.16162596366380938,0.17322635701129607,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@2,periodic,0.37873523280055593,0.2560488607000235,0.7271514342895263,0.2496774193548387,0.16162596366380938,0.21710926913674655,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@2,drift-triggered,0.08647313156269301,0.06253722453841572,0.1400933955970647,0.196950146627566,0.16162596366380938,-0.07515283210111637,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@3,static,0.30844399899774494,0.18988122782662348,0.8212141427618412,0.38023460410557186,0.16162596366380938,0.14681803533393556,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@3,online-no-reset,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@3,periodic,0.0,0.0,0.0,0.0649266862170088,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@3,drift-triggered,0.0,0.0,0.0,0.06005865102639296,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@5,static,0.38189884649511974,0.2601547388781431,0.7178118745830554,0.24258064516129033,0.16162596366380938,0.22027288283131036,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@5,periodic,0.0,0.0,0.0,0.009618768328445748,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.031143695014662756,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@1.5,static,0.37986901068597034,0.25610039507320476,0.7351567711807871,0.25237536656891496,0.16162596366380938,0.21824304702216096,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@1.5,online-no-reset,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@1.5,periodic,0.0,0.0,0.0,0.004868035190615836,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@1.5,drift-triggered,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@3,static,0.11142974190905366,0.14437367303609341,0.09072715143428953,0.05524926686217009,0.16162596366380938,-0.050196221754755715,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@3,online-no-reset,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@3,periodic,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,tukey@3,drift-triggered,0.0,0.0,0.0,0.0,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.05,static,0.3994402239104358,0.28518412789037967,0.6664442961974649,0.20545454545454545,0.16162596366380938,0.23781426024662644,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.05,online-no-reset,0.28425787106446776,0.2581699346405229,0.3162108072048032,0.107683284457478,0.16162596366380938,0.12263190740065838,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.05,periodic,0.0,0.0,0.0,0.038651026392961876,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.05,drift-triggered,0.0,0.0,0.0,0.04211143695014663,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.10,static,0.3457005674378001,0.22106438407145515,0.7925283522348232,0.3151906158357771,0.16162596366380938,0.1840746037739907,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.10,online-no-reset,0.2708947885939036,0.21448034254573764,0.3675783855903936,0.15067448680351905,0.16162596366380938,0.10926882493009421,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.10,periodic,0.08638906152889994,0.08086096567771961,0.09272848565710473,0.10082111436950146,0.16162596366380938,-0.07523690213490944,0.0
cpu_utilization_asg_misconfiguration,NAB,target_rate@0.10,drift-triggered,0.10982658959537574,0.09688934217236105,0.12675116744496331,0.11501466275659825,0.16162596366380938,-0.05179937406843364,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.9,static,0.3457005674378001,0.22106438407145515,0.7925283522348232,0.3151906158357771,0.16162596366380938,0.1840746037739907,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.9,online-no-reset,0.2708947885939036,0.21448034254573764,0.3675783855903936,0.15067448680351905,0.16162596366380938,0.10926882493009421,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.9,periodic,0.08638906152889994,0.08086096567771961,0.09272848565710473,0.10082111436950146,0.16162596366380938,-0.07523690213490944,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.9,drift-triggered,0.10982658959537574,0.09688934217236105,0.12675116744496331,0.11501466275659825,0.16162596366380938,-0.05179937406843364,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.98,static,0.1628065395095368,0.1663187195546277,0.15943962641761175,0.08428152492668621,0.16162596366380938,0.0011805758457274218,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.98,online-no-reset,0.04938271604938272,0.0585544373284538,0.04269513008672448,0.06410557184750733,0.16162596366380938,-0.11224324761442667,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.98,periodic,0.0,0.0,0.0,0.02973607038123167,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,quantile@0.98,drift-triggered,0.0,0.0,0.0,0.02785923753665689,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,hand-tuned,static,0.1628065395095368,0.1663187195546277,0.15943962641761175,0.08428152492668621,0.16162596366380938,0.0011805758457274218,0.0
cpu_utilization_asg_misconfiguration,NAB,hand-tuned,online-no-reset,0.04938271604938272,0.0585544373284538,0.04269513008672448,0.06410557184750733,0.16162596366380938,-0.11224324761442667,0.0
cpu_utilization_asg_misconfiguration,NAB,hand-tuned,periodic,0.0,0.0,0.0,0.02973607038123167,0.16162596366380938,-0.16162596366380938,0.0
cpu_utilization_asg_misconfiguration,NAB,hand-tuned,drift-triggered,0.0,0.0,0.0,0.02785923753665689,0.16162596366380938,-0.16162596366380938,0.0
nyc_taxi,NAB,robust_z@2,static,0.09713024282560705,0.2037037037037037,0.06376811594202898,0.03476394849785408,0.1999034282955094,-0.10277318546990234,0.0
nyc_taxi,NAB,robust_z@2,online-no-reset,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@2,periodic,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@2,drift-triggered,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@3,static,0.019642857142857146,0.12941176470588237,0.010628019323671498,0.009120171673819743,0.1999034282955094,-0.18026057115265223,0.0
nyc_taxi,NAB,robust_z@3,online-no-reset,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@3,periodic,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@3,drift-triggered,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@5,static,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@5,periodic,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@1.5,static,0.07903225806451612,0.23902439024390243,0.04734299516908213,0.021995708154506438,0.1999034282955094,-0.12087117023099327,0.0
nyc_taxi,NAB,tukey@1.5,online-no-reset,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@1.5,periodic,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@1.5,drift-triggered,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@3,static,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@3,online-no-reset,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@3,periodic,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,tukey@3,drift-triggered,0.0,0.0,0.0,0.0,0.1999034282955094,-0.1999034282955094,0.0
nyc_taxi,NAB,target_rate@0.05,static,0.1213840045377198,0.14697802197802198,0.10338164251207729,0.07811158798283262,0.1999034282955094,-0.07851942375778959,0.0
nyc_taxi,NAB,target_rate@0.05,online-no-reset,0.13242574257425743,0.18416523235800344,0.10338164251207729,0.06233905579399142,0.1999034282955094,-0.06747768572125196,0.0
nyc_taxi,NAB,target_rate@0.05,periodic,0.1199760047990402,0.15822784810126583,0.0966183574879227,0.06781115879828326,0.1999034282955094,-0.07992742349646918,0.0
nyc_taxi,NAB,target_rate@0.05,drift-triggered,0.1183591123066577,0.19469026548672566,0.08502415458937199,0.04849785407725322,0.1999034282955094,-0.08154431598885169,0.0
nyc_taxi,NAB,target_rate@0.10,static,0.18387799564270155,0.16746031746031745,0.2038647342995169,0.1351931330472103,0.1999034282955094,-0.01602543265280784,0.0
nyc_taxi,NAB,target_rate@0.10,online-no-reset,0.15208690680388795,0.18627450980392157,0.1285024154589372,0.07660944206008584,0.1999034282955094,-0.04781652149162144,0.0
nyc_taxi,NAB,target_rate@0.10,periodic,0.1685288640595903,0.16262353998203055,0.1748792270531401,0.1194206008583691,0.1999034282955094,-0.031374564235919083,0.0
nyc_taxi,NAB,target_rate@0.10,drift-triggered,0.19634928465712875,0.2006048387096774,0.19227053140096617,0.10643776824034334,0.1999034282955094,-0.0035541436383806357,0.0
nyc_taxi,NAB,quantile@0.9,static,0.18387799564270155,0.16746031746031745,0.2038647342995169,0.1351931330472103,0.1999034282955094,-0.01602543265280784,0.0
nyc_taxi,NAB,quantile@0.9,online-no-reset,0.15208690680388795,0.18627450980392157,0.1285024154589372,0.07660944206008584,0.1999034282955094,-0.04781652149162144,0.0
nyc_taxi,NAB,quantile@0.9,periodic,0.1685288640595903,0.16262353998203055,0.1748792270531401,0.1194206008583691,0.1999034282955094,-0.031374564235919083,0.0
nyc_taxi,NAB,quantile@0.9,drift-triggered,0.19634928465712875,0.2006048387096774,0.19227053140096617,0.10643776824034334,0.1999034282955094,-0.0035541436383806357,0.0
nyc_taxi,NAB,quantile@0.98,static,0.09907997169143665,0.18518518518518517,0.06763285024154589,0.04055793991416309,0.1999034282955094,-0.10082345660407274,0.0
nyc_taxi,NAB,quantile@0.98,online-no-reset,0.11197732104890147,0.21010638297872342,0.07632850241545894,0.04034334763948498,0.1999034282955094,-0.08792610724660792,0.0
nyc_taxi,NAB,quantile@0.98,periodic,0.06686930091185411,0.15658362989323843,0.04251207729468599,0.03015021459227468,0.1999034282955094,-0.13303412738365528,0.0
nyc_taxi,NAB,quantile@0.98,drift-triggered,0.07383100902378999,0.24456521739130435,0.043478260869565216,0.019742489270386267,0.1999034282955094,-0.12607241927171942,0.0
nyc_taxi,NAB,hand-tuned,static,0.09907997169143665,0.18518518518518517,0.06763285024154589,0.04055793991416309,0.1999034282955094,-0.10082345660407274,0.0
nyc_taxi,NAB,hand-tuned,online-no-reset,0.11197732104890147,0.21010638297872342,0.07632850241545894,0.04034334763948498,0.1999034282955094,-0.08792610724660792,0.0
nyc_taxi,NAB,hand-tuned,periodic,0.06686930091185411,0.15658362989323843,0.04251207729468599,0.03015021459227468,0.1999034282955094,-0.13303412738365528,0.0
nyc_taxi,NAB,hand-tuned,drift-triggered,0.07383100902378999,0.24456521739130435,0.043478260869565216,0.019742489270386267,0.1999034282955094,-0.12607241927171942,0.0
ambient_temperature_system_failure,NAB,robust_z@2,static,0.33885941644562334,0.22314410480349345,0.7038567493112947,0.3654060954204564,0.20763620763620763,0.1312232088094157,0.0
ambient_temperature_system_failure,NAB,robust_z@2,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@2,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@2,drift-triggered,0.0,0.0,0.0,0.023775331099409606,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,static,0.35378787878787876,0.24399164054336467,0.6432506887052342,0.305409286740067,0.20763620763620763,0.14615167115167113,0.0
ambient_temperature_system_failure,NAB,robust_z@3,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@3,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,static,0.3690103000447828,0.2733908427339084,0.5674931129476584,0.24046593266315622,0.20763620763620763,0.16137409240857517,0.0
ambient_temperature_system_failure,NAB,robust_z@5,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,robust_z@5,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,static,0.350864288341302,0.23933768188660312,0.6570247933884298,0.3180149992021701,0.20763620763620763,0.14322808070509438,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,online-no-reset,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,periodic,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
ambient_temperature_system_failure,NAB,tukey@1.5,drift-triggered,0.0,0.0,0.0,0.0,0.20763620763620763,-0.20763620763620763,0.0
